NR_solar_pv,NER_solar_pv,ER_solar_pv,WR_solar_pv,SR_solar_pv,NR_onshore_wind,NER_onshore_wind,ER_onshore_wind,WR_onshore_wind,SR_onshore_wind
0.0772,0.2769,0.2769,0,0.0772,0.510214329,0.159133941,0.657406449,0.042174269,0.310511202
0.2769,0.4831,0.4831,0.0772,0.2769,0.623225749,0.078678884,0.565697372,0.198822305,0.326935977
0.4831,0.6311,0.6311,0.2769,0.4831,0.777524769,0.042174269,0.384382486,0.211737916,0.159133941
0.6311,0.7279,0.7279,0.4831,0.6311,0.76534605,0.198822305,0.310511202,0.510214329,0.078678884
0.7279,0.745,0.745,0.6311,0.7279,0.883258581,0.211737916,0.326935977,0.623225749,0.042174269
0.745,0.764,0.764,0.7279,0.745,0.962014854,0.510214329,0.159133941,0.777524769,0.198822305
0.764,0.7684,0.7684,0.745,0.764,0.870566249,0.623225749,0.078678884,0.76534605,0.211737916
0.7684,0.7296,0.7296,0.764,0.7684,0.766178727,0.777524769,0.042174269,0.883258581,0.510214329
0.7296,0.6023,0.6023,0.7684,0.7296,0.615167737,0.76534605,0.198822305,0.962014854,0.623225749
0.6023,0.435,0.435,0.7296,0.6023,0.700076938,0.883258581,0.211737916,0.870566249,0.777524769
0.435,0.2154,0.2154,0.6023,0.435,0.962304175,0.962014854,0.510214329,0.766178727,0.76534605
0.2154,0.0465,0.0465,0.435,0.2154,0.963409901,0.870566249,0.623225749,0.615167737,0.883258581
0.0465,0,0,0.2154,0.0465,0.928434312,0.766178727,0.777524769,0.700076938,0.962014854
0,0,0,0.0465,0,0.932800353,0.615167737,0.76534605,0.962304175,0.870566249
0,0,0,0,0,0.816264093,0.700076938,0.883258581,0.963409901,0.766178727
0,0,0,0,0,0.599873602,0.962304175,0.962014854,0.928434312,0.615167737
0,0,0,0,0,0.567400694,0.963409901,0.870566249,0.932800353,0.700076938
0,0,0,0,0,0.548834383,0.928434312,0.766178727,0.816264093,0.962304175
0,0,0,0,0,0.529896438,0.932800353,0.615167737,0.599873602,0.963409901
0,0,0,0,0,0.38897422,0.816264093,0.700076938,0.567400694,0.928434312
0,0,0,0,0,0.475962877,0.599873602,0.962304175,0.548834383,0.932800353
0,0,0,0,0,0.201170787,0.567400694,0.963409901,0.529896438,0.816264093
0,0,0,0,0,0.351221025,0.548834383,0.928434312,0.38897422,0.599873602
0,0.0779,0.0779,0,0,0.483489156,0.529896438,0.932800353,0.475962877,0.567400694
0.0779,0.2745,0.2745,0,0.0779,0.690884709,0.38897422,0.816264093,0.201170787,0.548834383
0.2745,0.475,0.475,0.0779,0.2745,0.674337149,0.475962877,0.599873602,0.351221025,0.529896438
0.475,0.6284,0.6284,0.2745,0.475,0.78685838,0.201170787,0.567400694,0.483489156,0.38897422
0.6284,0.7511,0.7511,0.475,0.6284,0.98402071,0.351221025,0.548834383,0.690884709,0.475962877
0.7511,0.7673,0.7673,0.6284,0.7511,0.903760672,0.483489156,0.529896438,0.674337149,0.201170787
0.7673,0.7677,0.7677,0.7511,0.7673,0.89791584,0.690884709,0.38897422,0.78685838,0.351221025
0.7677,0.7558,0.7558,0.7673,0.7677,0.913399279,0.674337149,0.475962877,0.98402071,0.483489156
0.7558,0.6718,0.6718,0.7677,0.7558,0.872227252,0.78685838,0.201170787,0.903760672,0.690884709
0.6718,0.4877,0.4877,0.7558,0.6718,0.404459774,0.98402071,0.351221025,0.89791584,0.674337149
0.4877,0.3224,0.3224,0.6718,0.4877,0.709199846,0.903760672,0.483489156,0.913399279,0.78685838
0.3224,0.1501,0.1501,0.4877,0.3224,0.472842991,0.89791584,0.690884709,0.872227252,0.98402071
0.1501,0.0021,0.0021,0.3224,0.1501,0.227803484,0.913399279,0.674337149,0.404459774,0.903760672
0.0021,0,0,0.1501,0.0021,0.066427588,0.872227252,0.78685838,0.709199846,0.89791584
0,0,0,0.0021,0,0.042624444,0.404459774,0.98402071,0.472842991,0.913399279
0,0,0,0,0,0.034631681,0.709199846,0.903760672,0.227803484,0.872227252
0,0,0,0,0,0.025138188,0.472842991,0.89791584,0.066427588,0.404459774
0,0,0,0,0,0.04262846,0.227803484,0.913399279,0.042624444,0.709199846
0,0,0,0,0,0.044935986,0.066427588,0.872227252,0.034631681,0.472842991
0,0,0,0,0,0.059543714,0.042624444,0.404459774,0.025138188,0.227803484
0,0,0,0,0,0.01316344,0.034631681,0.709199846,0.04262846,0.066427588
0,0,0,0,0,0.191697478,0.025138188,0.472842991,0.044935986,0.042624444
0,0,0,0,0,0.104705915,0.04262846,0.227803484,0.059543714,0.034631681
0,0,0,0,0,0.196067035,0.044935986,0.066427588,0.01316344,0.025138188
0,0.053,0.053,0,0,0.483586341,0.059543714,0.042624444,0.191697478,0.04262846
0.053,0.2357,0.2357,0,0.053,0.573670864,0.01316344,0.034631681,0.104705915,0.044935986
0.2357,0.4154,0.4154,0.053,0.2357,0.536878049,0.191697478,0.025138188,0.196067035,0.059543714
0.4154,0.5534,0.5534,0.2357,0.4154,0.59938544,0.104705915,0.04262846,0.483586341,0.01316344
0.5534,0.5898,0.5898,0.4154,0.5534,0.588528514,0.196067035,0.044935986,0.573670864,0.191697478
0.5898,0.5845,0.5845,0.5534,0.5898,0.644405365,0.483586341,0.059543714,0.536878049,0.104705915
0.5845,0.6481,0.6481,0.5898,0.5845,0.733738005,0.573670864,0.01316344,0.59938544,0.196067035
0.6481,0.6926,0.6926,0.5845,0.6481,0.749747097,0.536878049,0.191697478,0.588528514,0.483586341
0.6926,0.665,0.665,0.6481,0.6926,0.759497046,0.59938544,0.104705915,0.644405365,0.573670864
0.665,0.5611,0.5611,0.6926,0.665,0.785305142,0.588528514,0.196067035,0.733738005,0.536878049
0.5611,0.4108,0.4108,0.665,0.5611,0.850022435,0.644405365,0.483586341,0.749747097,0.59938544
0.4108,0.1975,0.1975,0.5611,0.4108,0.948854566,0.733738005,0.573670864,0.759497046,0.588528514
0.1975,0.0421,0.0421,0.4108,0.1975,0.956380665,0.749747097,0.536878049,0.785305142,0.644405365
0.0421,0,0,0.1975,0.0421,0.985048413,0.759497046,0.59938544,0.850022435,0.733738005
0,0,0,0.0421,0,0.968510509,0.785305142,0.588528514,0.948854566,0.749747097
0,0,0,0,0,0.989876866,0.850022435,0.644405365,0.956380665,0.759497046
0,0,0,0,0,0.995388389,0.948854566,0.733738005,0.985048413,0.785305142
0,0,0,0,0,0.991017282,0.956380665,0.749747097,0.968510509,0.850022435
0,0,0,0,0,0.990352869,0.985048413,0.759497046,0.989876866,0.948854566
0,0,0,0,0,0.986146748,0.968510509,0.785305142,0.995388389,0.956380665
0,0,0,0,0,0.989968061,0.989876866,0.850022435,0.991017282,0.985048413
0,0,0,0,0,0.936056614,0.995388389,0.948854566,0.990352869,0.968510509
0,0,0,0,0,1,0.991017282,0.956380665,0.986146748,0.989876866
0,0,0,0,0,1,0.990352869,0.985048413,0.989968061,0.995388389
0,0.0573,0.0573,0,0,1,0.986146748,0.968510509,0.936056614,0.991017282
0.0573,0.2177,0.2177,0,0.0573,1,0.989968061,0.989876866,1,0.990352869
0.2177,0.4045,0.4045,0.0573,0.2177,1,0.936056614,0.995388389,1,0.986146748
0.4045,0.5333,0.5333,0.2177,0.4045,1,1,0.991017282,1,0.989968061
0.5333,0.587,0.587,0.4045,0.5333,1,1,0.990352869,1,0.936056614
0.587,0.6136,0.6136,0.5333,0.587,0.999761462,1,0.986146748,1,1
0.6136,0.6059,0.6059,0.587,0.6136,1,1,0.989968061,1,1
0.6059,0.5508,0.5508,0.6136,0.6059,0.97358191,1,0.936056614,1,1
0.5508,0.5046,0.5046,0.6059,0.5508,0.916173577,1,1,0.999761462,1
0.5046,0.396,0.396,0.5508,0.5046,0.504913807,1,1,1,1
0.396,0.3157,0.3157,0.5046,0.396,0.483559906,0.999761462,1,0.97358191,1
0.3157,0.1728,0.1728,0.396,0.3157,0.404603273,1,1,0.916173577,1
0.1728,0.0254,0.0254,0.3157,0.1728,0.559817672,0.97358191,1,0.504913807,0.999761462
0.0254,0,0,0.1728,0.0254,0.43195039,0.916173577,1,0.483559906,1
0,0,0,0.0254,0,0.801479816,0.504913807,1,0.404603273,0.97358191
0,0,0,0,0,0.83980149,0.483559906,0.999761462,0.559817672,0.916173577
0,0,0,0,0,0.880831182,0.404603273,1,0.43195039,0.504913807
0,0,0,0,0,0.87968725,0.559817672,0.97358191,0.801479816,0.483559906
0,0,0,0,0,0.983528793,0.43195039,0.916173577,0.83980149,0.404603273
0,0,0,0,0,0.861405969,0.801479816,0.504913807,0.880831182,0.559817672
0,0,0,0,0,0.666822255,0.83980149,0.483559906,0.87968725,0.43195039
0,0,0,0,0,0.637812197,0.880831182,0.404603273,0.983528793,0.801479816
0,0,0,0,0,0.925808966,0.87968725,0.559817672,0.861405969,0.83980149
0,0,0,0,0,0.981597066,0.983528793,0.43195039,0.666822255,0.880831182
0,0.0855,0.0855,0,0,0.962186873,0.861405969,0.801479816,0.637812197,0.87968725
0.0855,0.2731,0.2731,0,0.0855,0.838697433,0.666822255,0.83980149,0.925808966,0.983528793
0.2731,0.4671,0.4671,0.0855,0.2731,0.858128905,0.637812197,0.880831182,0.981597066,0.861405969
0.4671,0.608,0.608,0.2731,0.4671,0.714092791,0.925808966,0.87968725,0.962186873,0.666822255
0.608,0.7062,0.7062,0.4671,0.608,0.506495476,0.981597066,0.983528793,0.838697433,0.637812197
0.7062,0.6378,0.6378,0.608,0.7062,0.643713951,0.962186873,0.861405969,0.858128905,0.925808966
0.6378,0.5752,0.5752,0.7062,0.6378,0.802486479,0.838697433,0.666822255,0.714092791,0.981597066
0.5752,0.5323,0.5323,0.6378,0.5752,0.414806664,0.858128905,0.637812197,0.506495476,0.962186873
0.5323,0.5201,0.5201,0.5752,0.5323,0.449268788,0.714092791,0.925808966,0.643713951,0.838697433
0.5201,0.4571,0.4571,0.5323,0.5201,0.433795214,0.506495476,0.981597066,0.802486479,0.858128905
0.4571,0.339,0.339,0.5201,0.4571,0.723540962,0.643713951,0.962186873,0.414806664,0.714092791
0.339,0.1788,0.1788,0.4571,0.339,0.847964466,0.802486479,0.838697433,0.449268788,0.506495476
0.1788,0.0161,0.0161,0.339,0.1788,0.431865871,0.414806664,0.858128905,0.433795214,0.643713951
0.0161,0,0,0.1788,0.0161,0.263614535,0.449268788,0.714092791,0.723540962,0.802486479
0,0,0,0.0161,0,0.383512288,0.433795214,0.506495476,0.847964466,0.414806664
0,0,0,0,0,0.467303038,0.723540962,0.643713951,0.431865871,0.449268788
0,0,0,0,0,0.669023633,0.847964466,0.802486479,0.263614535,0.433795214
0,0,0,0,0,0.578121424,0.431865871,0.414806664,0.383512288,0.723540962
0,0,0,0,0,0.668174863,0.263614535,0.449268788,0.467303038,0.847964466
0,0,0,0,0,0.84716779,0.383512288,0.433795214,0.669023633,0.431865871
0,0,0,0,0,0.639957428,0.467303038,0.723540962,0.578121424,0.263614535
0,0,0,0,0,0.382031947,0.669023633,0.847964466,0.668174863,0.383512288
0,0,0,0,0,0.377838641,0.578121424,0.431865871,0.84716779,0.467303038
0,0,0,0,0,0.241989717,0.668174863,0.263614535,0.639957428,0.669023633
0,0.0783,0.0783,0,0,0.140842691,0.84716779,0.383512288,0.382031947,0.578121424
0.0783,0.2579,0.2579,0,0.0783,0.17344895,0.639957428,0.467303038,0.377838641,0.668174863
0.2579,0.4056,0.4056,0.0783,0.2579,0.254069537,0.382031947,0.669023633,0.241989717,0.84716779
0.4056,0.5052,0.5052,0.2579,0.4056,0.348766774,0.377838641,0.578121424,0.140842691,0.639957428
0.5052,0.6202,0.6202,0.4056,0.5052,0.318340123,0.241989717,0.668174863,0.17344895,0.382031947
0.6202,0.6711,0.6711,0.5052,0.6202,0.412772506,0.140842691,0.84716779,0.254069537,0.377838641
0.6711,0.6594,0.6594,0.6202,0.6711,0.438966453,0.17344895,0.639957428,0.348766774,0.241989717
0.6594,0.6022,0.6022,0.6711,0.6594,0.478521466,0.254069537,0.382031947,0.318340123,0.140842691
0.6022,0.4993,0.4993,0.6594,0.6022,0.204736024,0.348766774,0.377838641,0.412772506,0.17344895
0.4993,0.4129,0.4129,0.6022,0.4993,0.121209301,0.318340123,0.241989717,0.438966453,0.254069537
0.4129,0.3183,0.3183,0.4993,0.4129,0.262892365,0.412772506,0.140842691,0.478521466,0.348766774
0.3183,0.1614,0.1614,0.4129,0.3183,0.302317798,0.438966453,0.17344895,0.204736024,0.318340123
0.1614,0.0049,0.0049,0.3183,0.1614,0.392155528,0.478521466,0.254069537,0.121209301,0.412772506
0.0049,0,0,0.1614,0.0049,0.485296309,0.204736024,0.348766774,0.262892365,0.438966453
0,0,0,0.0049,0,0.56743139,0.121209301,0.318340123,0.302317798,0.478521466
0,0,0,0,0,0.493387401,0.262892365,0.412772506,0.392155528,0.204736024
0,0,0,0,0,0.537232339,0.302317798,0.438966453,0.485296309,0.121209301
0,0,0,0,0,0.715105534,0.392155528,0.478521466,0.56743139,0.262892365
0,0,0,0,0,0.877000749,0.485296309,0.204736024,0.493387401,0.302317798
0,0,0,0,0,0.858959556,0.56743139,0.121209301,0.537232339,0.392155528
0,0,0,0,0,0.616436839,0.493387401,0.262892365,0.715105534,0.485296309
0,0,0,0,0,0.389255017,0.537232339,0.302317798,0.877000749,0.56743139
0,0,0,0,0,0.38474685,0.715105534,0.392155528,0.858959556,0.493387401
0,0,0,0,0,0.668079793,0.877000749,0.485296309,0.616436839,0.537232339
0,0.0723,0.0723,0,0,0.445153713,0.858959556,0.56743139,0.389255017,0.715105534
0.0723,0.2571,0.2571,0,0.0723,0.568499982,0.616436839,0.493387401,0.38474685,0.877000749
0.2571,0.434,0.434,0.0723,0.2571,0.738960683,0.389255017,0.537232339,0.668079793,0.858959556
0.434,0.5476,0.5476,0.2571,0.434,0.373366296,0.38474685,0.715105534,0.445153713,0.616436839
0.5476,0.6195,0.6195,0.434,0.5476,0.478745103,0.668079793,0.877000749,0.568499982,0.389255017
0.6195,0.6025,0.6025,0.5476,0.6195,0.828541756,0.445153713,0.858959556,0.738960683,0.38474685
0.6025,0.5788,0.5788,0.6195,0.6025,0.843423724,0.568499982,0.616436839,0.373366296,0.668079793
0.5788,0.5354,0.5354,0.6025,0.5788,0.512844622,0.738960683,0.389255017,0.478745103,0.445153713
0.5354,0.5095,0.5095,0.5788,0.5354,0.055336319,0.373366296,0.38474685,0.828541756,0.568499982
0.5095,0.4716,0.4716,0.5354,0.5095,0.03674832,0.478745103,0.668079793,0.843423724,0.738960683
0.4716,0.3522,0.3522,0.5095,0.4716,0.053960145,0.828541756,0.445153713,0.512844622,0.373366296
0.3522,0.1757,0.1757,0.4716,0.3522,0.029006636,0.843423724,0.568499982,0.055336319,0.478745103
0.1757,0.0216,0.0216,0.3522,0.1757,0.052046131,0.512844622,0.738960683,0.03674832,0.828541756
0.0216,0,0,0.1757,0.0216,0.100355022,0.055336319,0.373366296,0.053960145,0.843423724
0,0,0,0.0216,0,0.41157797,0.03674832,0.478745103,0.029006636,0.512844622
0,0,0,0,0,0.602612317,0.053960145,0.828541756,0.052046131,0.055336319
0,0,0,0,0,0.720491469,0.029006636,0.843423724,0.100355022,0.03674832
0,0,0,0,0,0.723646641,0.052046131,0.512844622,0.41157797,0.053960145
0,0,0,0,0,0.813915133,0.100355022,0.055336319,0.602612317,0.029006636
0,0,0,0,0,0.716498435,0.41157797,0.03674832,0.720491469,0.052046131
0,0,0,0,0,0.545466542,0.602612317,0.053960145,0.723646641,0.100355022
0,0,0,0,0,0.412251562,0.720491469,0.029006636,0.813915133,0.41157797
0,0,0,0,0,0.044421218,0.723646641,0.052046131,0.716498435,0.602612317
0,0,0,0,0,0.140197337,0.813915133,0.100355022,0.545466542,0.720491469
0,0.0963,0.0963,0,0,0.201716378,0.716498435,0.41157797,0.412251562,0.723646641
0.0963,0.287,0.287,0,0.0963,0.365351975,0.545466542,0.602612317,0.044421218,0.813915133
0.287,0.4836,0.4836,0.0963,0.287,0.348426342,0.412251562,0.720491469,0.140197337,0.716498435
0.4836,0.625,0.625,0.287,0.4836,0.279339582,0.044421218,0.723646641,0.201716378,0.545466542
0.625,0.7167,0.7167,0.4836,0.625,0.335944027,0.140197337,0.813915133,0.365351975,0.412251562
0.7167,0.7262,0.7262,0.625,0.7167,0.282557875,0.201716378,0.716498435,0.348426342,0.044421218
0.7262,0.7395,0.7395,0.7167,0.7262,0.315034628,0.365351975,0.545466542,0.279339582,0.140197337
0.7395,0.744,0.744,0.7262,0.7395,0.501161098,0.348426342,0.412251562,0.335944027,0.201716378
0.744,0.7054,0.7054,0.7395,0.744,0.575841904,0.279339582,0.044421218,0.282557875,0.365351975
0.7054,0.5849,0.5849,0.744,0.7054,0.597773373,0.335944027,0.140197337,0.315034628,0.348426342
0.5849,0.4262,0.4262,0.7054,0.5849,0.795206368,0.282557875,0.201716378,0.501161098,0.279339582
0.4262,0.2129,0.2129,0.5849,0.4262,0.925453305,0.315034628,0.365351975,0.575841904,0.335944027
0.2129,0.0599,0.0599,0.4262,0.2129,0.862208605,0.501161098,0.348426342,0.597773373,0.282557875
0.0599,0,0,0.2129,0.0599,0.884268165,0.575841904,0.279339582,0.795206368,0.315034628
0,0,0,0.0599,0,0.824621797,0.597773373,0.335944027,0.925453305,0.501161098
0,0,0,0,0,0.864601195,0.795206368,0.282557875,0.862208605,0.575841904
0,0,0,0,0,0.747781813,0.925453305,0.315034628,0.884268165,0.597773373
0,0,0,0,0,0.897395968,0.862208605,0.501161098,0.824621797,0.795206368
0,0,0,0,0,0.891821504,0.884268165,0.575841904,0.864601195,0.925453305
0,0,0,0,0,0.875600398,0.824621797,0.597773373,0.747781813,0.862208605
0,0,0,0,0,0.454108536,0.864601195,0.795206368,0.897395968,0.884268165
0,0,0,0,0,0.389777452,0.747781813,0.925453305,0.891821504,0.824621797
0,0,0,0,0,0.118936777,0.897395968,0.862208605,0.875600398,0.864601195
0,0,0,0,0,0.102687314,0.891821504,0.884268165,0.454108536,0.747781813
0,0.0994,0.0994,0,0,0.135198578,0.875600398,0.824621797,0.389777452,0.897395968
0.0994,0.2751,0.2751,0,0.0994,0.255885392,0.454108536,0.864601195,0.118936777,0.891821504
0.2751,0.4564,0.4564,0.0994,0.2751,0.090430029,0.389777452,0.747781813,0.102687314,0.875600398
0.4564,0.6063,0.6063,0.2751,0.4564,0.178597078,0.118936777,0.897395968,0.135198578,0.454108536
0.6063,0.717,0.717,0.4564,0.6063,0.431952953,0.102687314,0.891821504,0.255885392,0.389777452
0.717,0.7277,0.7277,0.6063,0.717,0.515062034,0.135198578,0.875600398,0.090430029,0.118936777
0.7277,0.6985,0.6985,0.717,0.7277,0.815573871,0.255885392,0.454108536,0.178597078,0.102687314
0.6985,0.6616,0.6616,0.7277,0.6985,0.634752035,0.090430029,0.389777452,0.431952953,0.135198578
0.6616,0.5647,0.5647,0.6985,0.6616,0.619311154,0.178597078,0.118936777,0.515062034,0.255885392
0.5647,0.4475,0.4475,0.6616,0.5647,0.982150972,0.431952953,0.102687314,0.815573871,0.090430029
0.4475,0.3432,0.3432,0.5647,0.4475,0.757338047,0.515062034,0.135198578,0.634752035,0.178597078
0.3432,0.192,0.192,0.4475,0.3432,0.913762093,0.815573871,0.255885392,0.619311154,0.431952953
0.192,0.0412,0.0412,0.3432,0.192,0.932408333,0.634752035,0.090430029,0.982150972,0.515062034
0.0412,0,0,0.192,0.0412,0.925074697,0.619311154,0.178597078,0.757338047,0.815573871
0,0,0,0.0412,0,0.990617156,0.982150972,0.431952953,0.913762093,0.634752035
0,0,0,0,0,0.95990628,0.757338047,0.515062034,0.932408333,0.619311154
0,0,0,0,0,0.661817312,0.913762093,0.815573871,0.925074697,0.982150972
0,0,0,0,0,0.835044742,0.932408333,0.634752035,0.990617156,0.757338047
0,0,0,0,0,0.827758014,0.925074697,0.619311154,0.95990628,0.913762093
0,0,0,0,0,0.459986866,0.990617156,0.982150972,0.661817312,0.932408333
0,0,0,0,0,0.043116283,0.95990628,0.757338047,0.835044742,0.925074697
0,0,0,0,0,0.119353324,0.661817312,0.913762093,0.827758014,0.990617156
0,0,0,0,0,0.186982363,0.835044742,0.932408333,0.459986866,0.95990628
0,0,0,0,0,0.162299648,0.827758014,0.925074697,0.043116283,0.661817312
0,0.0579,0.0579,0,0,0.047973432,0.459986866,0.990617156,0.119353324,0.835044742
0.0579,0.2299,0.2299,0,0.0579,0.171127975,0.043116283,0.95990628,0.186982363,0.827758014
0.2299,0.4242,0.4242,0.0579,0.2299,0.371867865,0.119353324,0.661817312,0.162299648,0.459986866
0.4242,0.5574,0.5574,0.2299,0.4242,0.646259665,0.186982363,0.835044742,0.047973432,0.043116283
0.5574,0.6353,0.6353,0.4242,0.5574,0.82888782,0.162299648,0.827758014,0.171127975,0.119353324
0.6353,0.617,0.617,0.5574,0.6353,0.780436099,0.047973432,0.459986866,0.371867865,0.186982363
0.617,0.5755,0.5755,0.6353,0.617,0.894966424,0.171127975,0.043116283,0.646259665,0.162299648
0.5755,0.5562,0.5562,0.617,0.5755,0.745465159,0.371867865,0.119353324,0.82888782,0.047973432
0.5562,0.3893,0.3893,0.5755,0.5562,0.499277651,0.646259665,0.186982363,0.780436099,0.171127975
0.3893,0.3372,0.3372,0.5562,0.3893,0.177560896,0.82888782,0.162299648,0.894966424,0.371867865
0.3372,0.2202,0.2202,0.3893,0.3372,0.125584617,0.780436099,0.047973432,0.745465159,0.646259665
0.2202,0.1251,0.1251,0.3372,0.2202,0.371880233,0.894966424,0.171127975,0.499277651,0.82888782
0.1251,0.0017,0.0017,0.2202,0.1251,0.248758137,0.745465159,0.371867865,0.177560896,0.780436099
0.0017,0,0,0.1251,0.0017,0.357238054,0.499277651,0.646259665,0.125584617,0.894966424
0,0,0,0.0017,0,0.670275927,0.177560896,0.82888782,0.371880233,0.745465159
0,0,0,0,0,0.791637063,0.125584617,0.780436099,0.248758137,0.499277651
0,0,0,0,0,0.850343347,0.371880233,0.894966424,0.357238054,0.177560896
0,0,0,0,0,0.830768526,0.248758137,0.745465159,0.670275927,0.125584617
0,0,0,0,0,0.83575666,0.357238054,0.499277651,0.791637063,0.371880233
0,0,0,0,0,0.720085979,0.670275927,0.177560896,0.850343347,0.248758137
0,0,0,0,0,0.254879028,0.791637063,0.125584617,0.830768526,0.357238054
0,0,0,0,0,0.188441843,0.850343347,0.371880233,0.83575666,0.670275927
0,0,0,0,0,0.006096345,0.830768526,0.248758137,0.720085979,0.791637063
0,0,0,0,0,0.002578969,0.83575666,0.357238054,0.254879028,0.850343347
0,0.0809,0.0809,0,0,0.028644908,0.720085979,0.670275927,0.188441843,0.830768526
0.0809,0.2562,0.2562,0,0.0809,0.275457084,0.254879028,0.791637063,0.006096345,0.83575666
0.2562,0.4358,0.4358,0.0809,0.2562,0.502558708,0.188441843,0.850343347,0.002578969,0.720085979
0.4358,0.5661,0.5661,0.2562,0.4358,0.360116273,0.006096345,0.830768526,0.028644908,0.254879028
0.5661,0.6522,0.6522,0.4358,0.5661,0.600508273,0.002578969,0.83575666,0.275457084,0.188441843
0.6522,0.6494,0.6494,0.5661,0.6522,0.835470736,0.028644908,0.720085979,0.502558708,0.006096345
0.6494,0.6072,0.6072,0.6522,0.6494,0.994439244,0.275457084,0.254879028,0.360116273,0.002578969
0.6072,0.5521,0.5521,0.6494,0.6072,0.899679601,0.502558708,0.188441843,0.600508273,0.028644908
0.5521,0.5665,0.5665,0.6072,0.5521,0.816437781,0.360116273,0.006096345,0.835470736,0.275457084
0.5665,0.5059,0.5059,0.5521,0.5665,0.434419274,0.600508273,0.002578969,0.994439244,0.502558708
0.5059,0.3336,0.3336,0.5665,0.5059,0.432913303,0.835470736,0.028644908,0.899679601,0.360116273
0.3336,0.1808,0.1808,0.5059,0.3336,0.796223938,0.994439244,0.275457084,0.816437781,0.600508273
0.1808,0.0559,0.0559,0.3336,0.1808,0.666432261,0.899679601,0.502558708,0.434419274,0.835470736
0.0559,0,0,0.1808,0.0559,0.816844404,0.816437781,0.360116273,0.432913303,0.994439244
0,0,0,0.0559,0,0.847556829,0.434419274,0.600508273,0.796223938,0.899679601
0,0,0,0,0,0.893950105,0.432913303,0.835470736,0.666432261,0.816437781
0,0,0,0,0,0.899584472,0.796223938,0.994439244,0.816844404,0.434419274
0,0,0,0,0,0.877247691,0.666432261,0.899679601,0.847556829,0.432913303
0,0,0,0,0,0.952719688,0.816844404,0.816437781,0.893950105,0.796223938
0,0,0,0,0,0.960523844,0.847556829,0.434419274,0.899584472,0.666432261
0,0,0,0,0,0.975111306,0.893950105,0.432913303,0.877247691,0.816844404
0,0,0,0,0,0.999808609,0.899584472,0.796223938,0.952719688,0.847556829
0,0,0,0,0,1,0.877247691,0.666432261,0.960523844,0.893950105
0,0,0,0,0,1,0.952719688,0.816844404,0.975111306,0.899584472
0,0.0853,0.0853,0,0,0.996867299,0.960523844,0.847556829,0.999808609,0.877247691
0.0853,0.2625,0.2625,0,0.0853,0.957846105,0.975111306,0.893950105,1,0.952719688
0.2625,0.4547,0.4547,0.0853,0.2625,0.907826662,0.999808609,0.899584472,1,0.960523844
0.4547,0.599,0.599,0.2625,0.4547,0.918199122,1,0.877247691,0.996867299,0.975111306
0.599,0.7096,0.7096,0.4547,0.599,0.951994717,1,0.952719688,0.957846105,0.999808609
0.7096,0.7198,0.7198,0.599,0.7096,0.716081262,0.996867299,0.960523844,0.907826662,1
0.7198,0.6991,0.6991,0.7096,0.7198,0.918618083,0.957846105,0.975111306,0.918199122,1
0.6991,0.6783,0.6783,0.7198,0.6991,0.844124913,0.907826662,0.999808609,0.951994717,0.996867299
0.6783,0.6732,0.6732,0.6991,0.6783,0.91932255,0.918199122,1,0.716081262,0.957846105
0.6732,0.5563,0.5563,0.6783,0.6732,0.71794802,0.951994717,1,0.918618083,0.907826662
0.5563,0.4041,0.4041,0.6732,0.5563,1,0.716081262,0.996867299,0.844124913,0.918199122
0.4041,0.2055,0.2055,0.5563,0.4041,1,0.918618083,0.957846105,0.91932255,0.951994717
0.2055,0.0597,0.0597,0.4041,0.2055,0.999719322,0.844124913,0.907826662,0.71794802,0.716081262
0.0597,0,0,0.2055,0.0597,1,0.91932255,0.918199122,1,0.918618083
0,0,0,0.0597,0,1,0.71794802,0.951994717,1,0.844124913
0,0,0,0,0,0.999401927,1,0.716081262,0.999719322,0.91932255
0,0,0,0,0,0.840446055,1,0.918618083,1,0.71794802
0,0,0,0,0,0.740907311,0.999719322,0.844124913,1,1
0,0,0,0,0,0.83974272,1,0.91932255,0.999401927,1
0,0,0,0,0,0.582625568,1,0.71794802,0.840446055,0.999719322
0,0,0,0,0,0.629124284,0.999401927,1,0.740907311,1
0,0,0,0,0,0.49090004,0.840446055,1,0.83974272,1
0,0,0,0,0,0.392080009,0.740907311,0.999719322,0.582625568,0.999401927
0,0,0,0,0,0.118508637,0.83974272,1,0.629124284,0.840446055
0,0.0913,0.0913,0,0,0.092816167,0.582625568,1,0.49090004,0.740907311
0.0913,0.2631,0.2631,0,0.0913,0.010389035,0.629124284,0.999401927,0.392080009,0.83974272
0.2631,0.4507,0.4507,0.0913,0.2631,0.004800459,0.49090004,0.840446055,0.118508637,0.582625568
0.4507,0.607,0.607,0.2631,0.4507,0.021742992,0.392080009,0.740907311,0.092816167,0.629124284
0.607,0.6945,0.6945,0.4507,0.607,0.033645563,0.118508637,0.83974272,0.010389035,0.49090004
0.6945,0.7035,0.7035,0.607,0.6945,0.091753595,0.092816167,0.582625568,0.004800459,0.392080009
0.7035,0.6451,0.6451,0.6945,0.7035,0.073397309,0.010389035,0.629124284,0.021742992,0.118508637
0.6451,0.6623,0.6623,0.7035,0.6451,0.177771747,0.004800459,0.49090004,0.033645563,0.092816167
